Item,Inventory,MRP,Sales,Weekly Sale,Success Rate (%),Item_Type
NCN18,471,113.1544,390,1062.6168,82.80254777,Household
FDQ13,311,82.3908,240,335.5632,77.17041801,Canned
DRP35,263,128.9336,25,319.584,9.505703422,Hard Drinks
DRK47,202,230.2694,89,799.2929,44.05940594,Hard Drinks
DRI47,259,143.8128,248,755.0172,95.75289575,Hard Drinks
FDK20,450,121.1072,47,245.0144,10.44444444,Fruits and Vegetables
FDC34,110,157.6972,50,740.0367,45.45454545,Snack Foods
FDI15,317,263.1884,144,132.4942,45.42586751,Dairy
FDG05,311,154.463,244,743.19925,78.45659164,Frozen Foods
FDK34,267,239.3564,169,774.6583,63.29588015,Snack Foods
FDX50,332,109.6228,47,27.6307,14.15662651,Dairy
FDP56,185,48.4692,159,147.8076,85.94594595,Fruits and Vegetables
NCX54,429,107.7622,409,132.32775,95.33799534,Household
FDI20,411,210.8586,317,1582.9395,77.12895377,Fruits and Vegetables
FDH33,498,42.9428,38,175.7712,7.630522088,Snack Foods
NCO29,490,165.6526,153,328.9052,31.2244898,Health and Hygiene
FDK22,142,216.785,85,486.86625,59.85915493,Snack Foods
DRO47,158,114.086,154,452.744,97.46835443,Hard Drinks
FDT19,290,172.108,238,1081.925,82.06896552,Fruits and Vegetables
FDY25,404,181.2976,73,1267.6832,18.06930693,Canned
FDS44,473,240.9538,356,120.1769,75.26427061,Fruits and Vegetables
FDJ21,191,144.6102,98,838.40865,51.30890052,Snack Foods
FDO40,340,148.7392,278,410.1328,81.76470588,Frozen Foods
FDL36,481,91.083,337,22.47075,70.06237006,Baking Goods
FDJ21,286,143.9102,193,437.4306,67.48251748,Snack Foods
FDD05,389,120.8098,270,843.5686,69.40874036,Frozen Foods
FDS10,361,178.9318,277,45.10795,76.73130194,Snack Foods
FDG14,226,150.9024,178,1214.4192,78.76106195,Canned
FDN57,190,142.0154,12,567.2616,6.315789474,Snack Foods
FDS47,238,86.1856,236,351.5424,99.15966387,Breads
FDO40,98,150.2392,42,149.1392,42.85714286,Frozen Foods
FDM50,351,61.422,223,134.8245,63.53276353,Canned
FDF44,418,129.4968,59,848.2292,14.11483254,Fruits and Vegetables
FDS21,239,61.9194,193,30.9597,80.75313808,Snack Foods
NCJ06,185,119.8782,146,59.5891,78.91891892,Household
FDX49,92,231.93,91,640.8325,98.91304348,Canned
FDU33,453,47.2402,443,229.701,97.79249448,Snack Foods
NCN06,429,163.4868,38,1146.5076,8.857808858,Household
NCN53,402,33.5874,48,158.7933,11.94029851,Health and Hygiene
NCE30,139,212.6902,100,159.29265,71.94244604,Household
FDN21,344,159.8236,109,80.5618,31.68604651,Snack Foods
FDB52,390,256.7672,182,1086.5856,46.66666667,Dairy
FDA26,294,217.6482,26,821.43075,8.843537415,Dairy
FDD23,482,185.7898,65,654.8143,13.48547718,Starchy Foods
FDH57,241,131.3284,235,329.571,97.51037344,Fruits and Vegetables
FDO15,367,72.4038,55,55.42785,14.98637602,Meat
FDY49,155,163.1184,76,1155.8288,49.03225806,Canned
FDP20,412,127.102,206,442.757,50,Fruits and Vegetables
DRG11,359,109.1596,151,26.9649,42.06128134,Hard Drinks
DRJ59,431,38.7164,332,144.8115,77.03016241,Hard Drinks
FDP34,282,155.463,32,1017.0095,11.34751773,Snack Foods
FDY04,314,163.221,103,448.58275,32.80254777,Frozen Foods
FDV11,393,173.6054,251,175.1054,63.86768448,Breads
FDG20,86,176.0028,70,309.9299,81.39534884,Fruits and Vegetables
NCH55,354,127.902,63,537.6335,17.79661017,Household
FDV34,90,75.2038,19,129.33165,21.11111111,Snack Foods
FDT44,66,117.2466,34,559.77135,51.51515152,Fruits and Vegetables
FDG35,393,173.8738,342,86.8869,87.02290076,Starchy Foods
FDG08,326,170.8764,281,558.2733,86.19631902,Fruits and Vegetables
FDX52,356,194.982,50,772.328,14.04494382,Frozen Foods
NCH54,108,160.792,107,918.804,99.07407407,Household
FDU24,472,94.312,192,629.181,40.6779661,Baking Goods
FDW03,232,106.1306,137,522.653,59.05172414,Meat
FDV01,90,153.4314,70,465.3942,77.77777778,Canned
FDQ39,88,189.9846,58,1528.6768,65.90909091,Meat
FDA16,446,219.4456,210,773.6596,47.08520179,Frozen Foods
FDO12,241,194.4452,189,1272.3438,78.42323651,Baking Goods
FDM44,316,103.899,267,490.19525,84.49367089,Fruits and Vegetables
FDT03,196,185.2608,129,45.9402,65.81632653,Meat
NCQ18,444,99.67,187,649.155,42.11711712,Household
NCL18,382,195.5136,254,437.4306,66.4921466,Household
NCJ06,176,120.6782,132,327.74005,75,Household
NCQ05,95,150.1708,52,677.1186,54.73684211,Health and Hygiene
FDS35,94,64.6826,86,274.47605,91.4893617,Breads
NCI18,50,222.3746,17,1402.34125,34,Household
NCO55,217,108.1938,68,107.1938,31.33640553,Others
FDW24,157,47.5034,21,133.65935,13.37579618,Baking Goods
NCS05,68,133.7942,13,430.60615,19.11764706,Health and Hygiene
FDO48,381,220.3456,104,497.3526,27.29658793,Baking Goods
FDT35,121,167.6816,50,461.3994,41.32231405,Breads
DRN11,494,144.6444,388,616.8637,78.54251012,Hard Drinks
FDY57,158,96.9752,16,431.4384,10.12658228,Snack Foods
DRE27,317,98.0726,225,440.4267,70.97791798,Dairy
FDM24,494,152.8366,78,717.89885,15.78947368,Baking Goods
FDX09,289,177.737,78,529.311,26.98961938,Snack Foods
FDY45,466,255.1356,90,953.7585,19.31330472,Snack Foods
FDF41,350,246.346,39,184.7595,11.14285714,Frozen Foods
FDG05,139,155.263,82,156.463,58.99280576,Frozen Foods
FDF05,152,261.691,15,1051.964,9.868421053,Frozen Foods
FDU19,299,172.0422,98,1207.0954,32.77591973,Fruits and Vegetables
DRH39,57,75.867,28,612.536,49.12280702,Dairy
FDP57,202,103.799,75,283.79725,37.12871287,Snack Foods
FDE58,396,119.8124,275,414.7934,69.44444444,Snack Foods
DRD15,223,233.6642,153,987.54785,68.60986547,Dairy
FDJ52,392,161.3578,302,280.80115,77.04081633,Frozen Foods
FDS01,207,175.9686,86,1466.59095,41.54589372,Canned
FDZ47,480,97.2042,86,421.61785,17.91666667,Baking Goods
FDG35,264,173.5738,41,304.10415,15.53030303,Starchy Foods
FDY45,226,252.6356,56,635.839,24.77876106,Snack Foods
FDY04,224,161.921,119,530.14325,53.125,Frozen Foods
FDY47,389,131.031,209,259.662,53.72750643,Breads
FDE28,387,228.4668,219,979.0589,56.58914729,Frozen Foods
FDJ27,195,101.5674,129,407.4696,66.15384615,Meat
FDH58,499,116.8834,429,662.30455,85.97194389,Snack Foods
NCV42,373,111.0228,163,55.2614,43.6997319,Household
NCQ54,210,167.6474,19,968.57255,9.047619048,Household
FDL44,176,162.8894,168,161.7894,95.45454545,Fruits and Vegetables
FDY50,469,89.7172,362,401.4774,77.18550107,Dairy
FDR59,131,262.7594,38,1766.20095,29.00763359,Breads
FDH35,196,162.5526,14,246.6789,7.142857143,Starchy Foods
FDX08,288,179.3318,86,315.75565,29.86111111,Fruits and Vegetables
FDL20,461,111.9886,266,361.36295,57.70065076,Fruits and Vegetables
FDB27,473,196.8768,140,295.6152,29.59830867,Dairy
FDA56,133,120.8414,76,517.82595,57.14285714,Fruits and Vegetables
FDV39,162,196.6426,24,1285.3269,14.81481481,Meat
FDU38,274,190.6504,241,143.8128,87.95620438,Dairy
FDT55,381,157.7946,204,276.14055,53.54330709,Fruits and Vegetables
FDS24,427,87.2514,358,376.34345,83.84074941,Baking Goods
FDS15,292,106.3596,39,728.0523,13.35616438,Meat
FDF05,192,261.291,112,1380.70275,58.33333333,Frozen Foods
DRP47,90,252.9382,84,693.93005,93.33333333,Hard Drinks
FDA25,472,101.999,436,154.7985,92.37288136,Canned
FDA19,307,126.6994,305,64.2497,99.3485342,Fruits and Vegetables
NCM26,496,154.634,458,574.2525,92.33870968,Others
FDS46,334,118.1782,229,655.4801,68.56287425,Snack Foods
DRH15,154,42.7428,130,197.7426,84.41558442,Dairy
NCR05,251,197.5084,232,744.0315,92.43027888,Health and Hygiene
NCY17,499,44.1086,156,278.80375,31.26252505,Health and Hygiene
FDZ01,356,103.099,268,77.39925,75.28089888,Canned
FDP31,380,65.7168,301,559.272,79.21052632,Fruits and Vegetables
FDE57,315,141.0154,308,673.62315,97.77777778,Fruits and Vegetables
FDZ44,447,116.0808,152,58.5904,34.00447427,Fruits and Vegetables
NCP53,259,236.6906,234,772.49445,90.34749035,Health and Hygiene
NCA06,100,37.219,50,119.01175,50,Household
FDP22,167,51.3666,124,269.14965,74.25149701,Snack Foods
FDW37,250,90.9488,118,158.4604,47.2,Canned
NCS30,426,127.3652,99,387.4956,23.23943662,Household
FDB40,88,144.2102,45,1020.6714,51.13636364,Dairy
FDC51,77,122.873,42,862.211,54.54545455,Dairy
FDC11,308,89.7172,14,289.9559,4.545454545,Starchy Foods
FDC59,133,63.8168,110,239.688,82.70676692,Starchy Foods
FDE14,204,99.47,87,74.9025,42.64705882,Canned
NCT41,166,150.6024,100,607.2096,60.24096386,Health and Hygiene
FDP52,51,229.201,32,803.9535,62.74509804,Frozen Foods
DRA24,142,163.8868,23,81.8934,16.1971831,Soft Drinks
FDC40,215,79.3986,113,214.22115,52.55813953,Dairy
NCA42,436,159.4604,348,792.302,79.81651376,Household
FDT27,449,233.9616,184,351.5424,40.97995546,Meat
NCW54,399,56.9588,63,186.0911,15.78947368,Household
DRB13,345,189.253,220,901.32675,63.76811594,Soft Drinks
FDY02,307,264.091,104,65.74775,33.8762215,Dairy
FDS59,130,110.657,104,741.53475,80,Breads
FDR49,474,46.1376,18,95.8752,3.797468354,Canned
FDY40,317,50.9692,62,98.5384,19.55835962,Frozen Foods
FDL48,468,48.7034,86,133.65935,18.37606838,Baking Goods
DRI01,284,173.1422,215,1250.20595,75.70422535,Soft Drinks
FDZ52,370,111.8886,325,416.95725,87.83783784,Frozen Foods
FDK32,360,152.4682,311,609.8728,86.38888889,Fruits and Vegetables
FDK51,350,265.1884,319,1258.6949,91.14285714,Dairy
FDP28,406,259.6936,339,521.9872,83.49753695,Frozen Foods
DRZ24,262,120.844,121,539.298,46.18320611,Soft Drinks
FDG04,111,185.1898,104,93.5449,93.69369369,Frozen Foods
FDF58,98,64.551,46,300.44225,46.93877551,Snack Foods
FDI21,176,63.2168,32,431.4384,18.18181818,Snack Foods
FDZ43,272,240.4512,36,1757.0462,13.23529412,Fruits and Vegetables
FDI57,458,195.0768,79,492.692,17.2489083,Seafood
FDV03,328,153.6314,227,1318.6169,69.20731707,Meat
FDT12,457,224.4062,374,56.42655,81.8380744,Baking Goods
FDF29,343,128.831,198,454.4085,57.72594752,Frozen Foods
FDU02,333,230.6352,315,1431.47,94.59459459,Dairy
FDD23,326,186.5898,133,1309.6286,40.79754601,Starchy Foods
FDN04,487,179.2344,28,535.3032,5.749486653,Frozen Foods
FDG29,156,40.3454,10,199.24065,6.41025641,Frozen Foods
FDK51,195,266.6884,49,66.2471,25.12820513,Dairy
FDB53,469,147.6392,425,484.7024,90.61833689,Frozen Foods
DRI23,148,158.4578,31,361.03005,20.94594595,Hard Drinks
FDP57,478,102.999,377,748.19275,78.87029289,Snack Foods
FDY57,424,95.3752,49,287.6256,11.55660377,Snack Foods
NCT42,122,149.9392,47,372.848,38.52459016,Household
FDZ21,486,95.641,57,434.4345,11.72839506,Snack Foods
FDC50,171,94.4094,84,476.047,49.12280702,Canned
FDT40,79,127.3678,64,127.1678,81.01265823,Frozen Foods
FDD50,237,170.4132,188,1099.2358,79.32489451,Canned
DRI23,413,161.7578,116,401.1445,28.08716707,Hard Drinks
FDQ46,403,113.5544,197,223.7088,48.88337469,Snack Foods
NCW06,337,190.8162,273,817.76885,81.00890208,Household
NCX06,244,182.5976,95,407.4696,38.93442623,Household
NCE19,205,54.6956,77,191.0846,37.56097561,Household
FDI60,221,64.751,84,31.6255,38.00904977,Baking Goods
FDC47,384,228.1694,146,57.09235,38.02083333,Snack Foods
FDE02,90,94.4778,11,657.1446,12.22222222,Canned
FDE11,112,186.0924,89,879.1889,79.46428571,Starchy Foods
FDP11,72,217.5166,40,163.28745,55.55555556,Breads
FDB08,409,160.3578,335,601.71675,81.90709046,Fruits and Vegetables
FDL48,124,46.8034,94,267.3187,75.80645161,Baking Goods
FDH26,97,141.5496,68,494.0236,70.10309278,Canned
FDI33,209,91.0146,156,342.05475,74.64114833,Snack Foods
FDQ26,362,57.8562,37,88.8843,10.22099448,Dairy
FDN03,167,250.9408,81,250.3408,48.50299401,Meat
FDO13,149,164.5526,23,411.1315,15.43624161,Breakfast
NCJ29,429,84.7224,33,404.8064,7.692307692,Health and Hygiene
FDE52,466,88.9514,121,863.37615,25.96566524,Dairy
FDA52,457,178.337,309,352.874,67.61487965,Frozen Foods
FDF57,216,169.7448,65,809.6128,30.09259259,Fruits and Vegetables
NCO26,339,116.4492,232,579.246,68.43657817,Household
DRL59,489,55.1298,129,310.09635,26.3803681,Hard Drinks
FDC60,205,88.8514,188,66.41355,91.70731707,Baking Goods
DRD25,470,113.286,297,679.116,63.19148936,Soft Drinks
FDB26,56,52.564,50,159.792,89.28571429,Canned
FDK51,245,265.8884,203,662.471,82.85714286,Dairy
FDE53,470,106.328,290,213.056,61.70212766,Frozen Foods
FDV24,105,148.205,70,112.35375,66.66666667,Baking Goods
FDI34,370,229.3668,75,575.917,20.27027027,Snack Foods
FDL36,242,88.283,51,22.47075,21.07438017,Baking Goods
NCA54,96,178.7318,74,315.75565,77.08333333,Household
FDI38,197,208.5638,173,569.42545,87.81725888,Canned
FDG31,324,63.0826,258,80.72825,79.62962963,Meat
FDA21,206,186.3924,85,323.9117,41.26213592,Snack Foods
FDI09,251,240.288,146,599.22,58.16733068,Seafood
FDI20,493,210.6586,173,1371.8809,35.09127789,Fruits and Vegetables
DRI51,451,171.5764,242,1159.4907,53.65853659,Dairy
DRZ11,468,123.0388,264,495.3552,56.41025641,Soft Drinks
FDY07,476,45.9402,303,218.21595,63.65546218,Fruits and Vegetables
FDC58,175,43.8428,170,43.9428,97.14285714,Snack Foods
NCC30,444,176.6344,179,490.6946,40.31531532,Household
FDY03,354,111.8202,326,506.3409,92.09039548,Meat
FDZ44,418,117.1808,183,468.7232,43.77990431,Fruits and Vegetables
FDP28,343,261.1936,27,587.2356,7.871720117,Frozen Foods
DRD15,113,231.9642,79,755.18365,69.91150442,Dairy
FDL08,374,243.9144,347,1163.8184,92.78074866,Fruits and Vegetables
FDP25,441,219.4824,125,436.7648,28.3446712,Canned
DRK59,467,232.9616,89,703.0848,19.05781585,Hard Drinks
DRJ24,225,187.0924,24,462.731,10.66666667,Soft Drinks
FDU33,165,45.1402,22,11.48505,13.33333333,Snack Foods
FDX47,489,157.5288,128,392.822,26.17586912,Breads
FDR46,253,144.976,52,695.761,20.55335968,Snack Foods
FDZ56,370,168.2474,197,800.12515,53.24324324,Fruits and Vegetables
NCO26,80,116.9492,66,579.246,82.5,Household
FDV38,437,55.1956,208,122.8401,47.597254,Dairy
FDL13,162,233.93,26,58.2575,16.04938272,Breakfast
FDD57,414,93.6094,297,119.01175,71.73913043,Fruits and Vegetables
FDE46,483,153.1366,415,793.46715,85.92132505,Snack Foods
FDB28,374,196.3426,64,197.7426,17.11229947,Dairy
FDC41,463,77.367,450,38.2835,97.19222462,Frozen Foods
DRI23,425,158.6578,278,842.40345,65.41176471,Hard Drinks
FDL33,393,197.2452,312,587.2356,79.38931298,Snack Foods
FDS03,492,63.4826,96,500.51515,19.51219512,Meat
NCY18,116,177.0054,71,525.3162,61.20689655,Household
FDE50,124,188.2556,63,844.9002,50.80645161,Canned
FDT02,94,34.4874,38,123.5059,40.42553191,Dairy
FDI34,309,230.2668,31,1439.7925,10.03236246,Snack Foods
FDO15,203,73.2038,74,351.04305,36.45320197,Meat
DRI39,204,55.393,38,254.6685,18.62745098,Dairy
NCO14,479,43.6086,57,156.1301,11.89979123,Household
NCN19,412,189.253,14,379.506,3.398058252,Others
DRJ25,497,47.5692,259,344.8844,52.11267606,Soft Drinks
FDE10,283,130.5626,172,295.11585,60.77738516,Snack Foods
FDQ08,100,59.4536,83,214.3876,83,Fruits and Vegetables
NCQ43,355,107.7912,110,245.6802,30.98591549,Others
FDY57,311,97.3752,80,239.688,25.72347267,Snack Foods
FDQ34,364,107.4622,172,423.4488,47.25274725,Snack Foods
NCG19,174,232.7616,150,468.7232,86.20689655,Household
FDI33,448,90.2146,147,912.146,32.8125,Snack Foods
FDW27,294,156.0314,75,504.17705,25.51020408,Meat
FDH04,79,92.4488,34,339.558,43.03797468,Frozen Foods
FDZ39,475,104.499,181,257.9975,38.10526316,Meat
NCK19,171,194.5478,69,193.7478,40.35087719,Others
FDY20,174,89.0488,49,316.9208,28.16091954,Fruits and Vegetables
FDN39,86,166.0816,16,167.7816,18.60465116,Meat
NCY41,219,34.5532,183,80.8947,83.56164384,Health and Hygiene
NCN14,173,182.7608,160,459.402,92.48554913,Others
FDR07,406,96.2094,220,47.6047,54.18719212,Fruits and Vegetables
FDW49,84,179.2002,55,716.4008,65.47619048,Canned
FDN23,136,146.4444,95,399.1471,69.85294118,Breads
FDS33,183,88.9514,150,531.3084,81.96721311,Snack Foods
FDY36,245,74.838,30,384.4995,12.24489796,Baking Goods
FDH20,323,97.841,266,313.75825,82.35294118,Fruits and Vegetables
FDR15,250,155.8314,132,77.5657,52.8,Meat
NCP50,418,80.6618,412,302.10675,98.5645933,Others
FDS40,334,35.219,42,9.15475,12.5748503,Frozen Foods
FDG38,126,86.4224,13,255.6672,10.31746032,Canned
NCO18,108,178.2686,12,666.63225,11.11111111,Household
NCO54,480,55.6614,356,179.59955,74.16666667,Household
NCW18,175,238.1248,61,1066.6116,34.85714286,Household
FDB36,450,132.9626,236,590.2317,52.44444444,Baking Goods
FDJ45,158,34.2216,37,233.6958,23.41772152,Seafood
FDP60,273,100.3016,79,708.4112,28.93772894,Baking Goods
DRD12,327,92.7146,322,433.26935,98.47094801,Soft Drinks
FDR47,117,196.0794,96,438.92865,82.05128205,Breads
FDJ10,118,142.4838,106,140.4838,89.83050847,Snack Foods
DRC25,214,87.0882,153,450.91305,71.4953271,Soft Drinks
NCW54,354,57.8588,33,286.294,9.322033898,Household
FDA26,446,218.6482,434,930.95485,97.30941704,Dairy
DRF01,211,146.9102,86,473.88315,40.75829384,Soft Drinks
NCZ17,414,37.6506,184,9.48765,44.44444444,Health and Hygiene
FDK46,391,258.362,341,64.9155,87.21227621,Snack Foods
NCU41,358,190.3846,334,907.65185,93.29608939,Health and Hygiene
FDV20,428,127.4678,366,890.1746,85.51401869,Fruits and Vegetables
FDT15,392,182.295,168,137.32125,42.85714286,Meat
DRI25,484,56.4614,357,193.4149,73.76033058,Soft Drinks
FDA40,436,88.5856,357,219.714,81.88073394,Frozen Foods
FDZ15,91,117.5782,39,685.27465,42.85714286,Dairy
FDM13,403,132.2626,27,524.6504,6.699751861,Breakfast
NCM05,465,262.5226,53,2444.98405,11.39784946,Health and Hygiene
FDD38,158,103.7674,108,50.9337,68.35443038,Canned
DRI01,100,172.1422,35,129.33165,35,Soft Drinks
DRG13,299,166.4526,240,945.60245,80.26755853,Soft Drinks
NCT30,390,48.8718,380,106.36155,97.43589744,Household
NCG42,479,129.831,325,486.86625,67.84968685,Household
FDB14,432,91.312,411,768.999,95.13888889,Canned
FDO27,70,95.7752,42,982.7208,60,Meat
FDC14,349,41.4454,226,10.48635,64.75644699,Canned
FDB49,188,98.5384,65,147.8076,34.57446809,Baking Goods
FDZ23,408,188.024,40,699.09,9.803921569,Baking Goods
FDJ52,373,160.6578,366,441.25895,98.1233244,Frozen Foods
FDJ56,434,99.67,68,823.9275,15.66820276,Fruits and Vegetables
NCR54,141,196.811,133,834.74675,94.32624113,Household
DRF01,496,147.5102,395,291.6204,79.63709677,Soft Drinks
DRK12,329,32.49,244,216.385,74.16413374,Soft Drinks
FDL58,174,264.9568,116,1713.7692,66.66666667,Snack Foods
FDD44,446,257.5646,200,1288.323,44.84304933,Fruits and Vegetables
FDT50,160,95.6752,27,311.5944,16.875,Dairy
DRM23,403,173.3422,235,1034.6532,58.31265509,Hard Drinks
NCM31,188,141.9154,176,673.62315,93.61702128,Others
FDY21,484,197.211,80,49.10275,16.52892562,Snack Foods
FDR22,322,112.9544,63,335.5632,19.56521739,Snack Foods
NCV06,148,192.0478,103,774.9912,69.59459459,Household
FDR45,301,240.5222,85,1135.35545,28.23920266,Snack Foods
FDH60,387,194.411,44,1276.6715,11.36950904,Baking Goods
FDR08,153,113.1886,20,27.79715,13.07189542,Fruits and Vegetables
FDA47,263,164.121,70,448.58275,26.61596958,Baking Goods
FDS37,298,114.3492,130,463.3968,43.62416107,Canned
FDF12,201,146.5076,77,406.4709,38.30845771,Baking Goods
FDP24,299,119.4756,34,272.6451,11.37123746,Baking Goods
FDU20,324,122.1098,169,723.0588,52.16049383,Fruits and Vegetables
FDW44,214,170.2448,93,42.6112,43.45794393,Fruits and Vegetables
FDY39,390,183.5608,123,137.8206,31.53846154,Meat
DRD37,57,47.406,40,244.6815,70.1754386,Soft Drinks
FDZ35,333,101.699,175,748.19275,52.55255255,Breads
FDB50,54,79.6986,10,370.01835,18.51851852,Canned
FDY10,194,113.0176,140,715.735,72.16494845,Snack Foods
FDK41,150,83.4224,95,170.4448,63.33333333,Frozen Foods
FDL24,213,172.3422,71,1422.64815,33.33333333,Baking Goods
FDZ07,423,62.2194,329,46.43955,77.77777778,Fruits and Vegetables
DRI03,196,176.7028,154,354.2056,78.57142857,Dairy
FDW56,113,192.6162,87,1395.01745,76.99115044,Fruits and Vegetables
FDR20,140,46.8744,114,226.372,81.42857143,Fruits and Vegetables
FDC50,166,96.3094,71,714.0705,42.77108434,Canned
NCX05,403,117.6492,300,86.8869,74.44168734,Health and Hygiene
FDU23,316,164.7184,259,990.7104,81.96202532,Breads
FDN45,359,222.6088,22,1510.0344,6.128133705,Snack Foods
FDQ51,222,45.4718,172,330.9026,77.47747748,Meat
FDH21,96,157.5604,52,1426.1436,54.16666667,Seafood
DRZ11,189,125.1388,139,278.6373,73.54497354,Soft Drinks
NCI43,295,49.5376,120,251.6724,40.6779661,Household
DRF03,198,38.8138,137,172.60865,69.19191919,Dairy
NCF30,295,125.8362,265,629.181,89.83050847,Household
FDB12,444,102.0648,316,259.662,71.17117117,Baking Goods
FDW19,54,110.757,25,302.10675,46.2962963,Fruits and Vegetables
FDB45,233,103.3306,155,130.66325,66.52360515,Fruits and Vegetables
FDY55,69,255.7988,16,2312.9892,23.1884058,Fruits and Vegetables
FDK40,474,263.291,310,131.4955,65.40084388,Frozen Foods
FDU11,95,122.0098,45,512.16665,47.36842105,Breads
FDP33,61,254.2672,50,2748.4224,81.96721311,Snack Foods
FDN49,119,40.348,103,9.987,86.55462185,Breakfast
FDR15,66,153.4314,51,620.5256,77.27272727,Meat
FDO38,420,78.8986,242,408.96765,57.61904762,Canned
DRC24,196,153.1998,144,845.8989,73.46938776,Soft Drinks
NCU17,203,101.6674,24,356.5359,11.8226601,Health and Hygiene
FDK22,353,217.585,69,1081.925,19.54674221,Snack Foods
DRP35,157,127.1336,49,894.8352,31.21019108,Hard Drinks
NCL29,285,158.2604,244,673.4567,85.61403509,Health and Hygiene
FDG53,357,138.118,174,489.363,48.7394958,Frozen Foods
DRM23,401,172.9422,203,732.87935,50.6234414,Hard Drinks
FDR09,119,259.6962,115,1359.73005,96.63865546,Snack Foods
NCJ30,232,170.579,121,127.33425,52.15517241,Household
FDZ04,299,62.151,192,300.44225,64.21404682,Frozen Foods
FDM10,277,214.0218,241,641.1654,87.00361011,Snack Foods
FDR21,151,178.337,114,352.874,75.49668874,Snack Foods
DRJ49,124,127.1652,116,322.913,93.5483871,Soft Drinks
FDJ15,466,184.4608,116,1010.6844,24.89270386,Dairy
FDO34,495,169.0816,387,1300.3074,78.18181818,Snack Foods
NCG30,265,124.6046,232,715.90145,87.54716981,Household
FDS60,456,177.866,89,269.649,19.51754386,Baking Goods
FDX57,448,97.0068,243,461.7323,54.24107143,Snack Foods
FDS40,460,38.419,390,119.01175,84.7826087,Frozen Foods
FDT08,252,151.805,193,674.1225,76.58730159,Fruits and Vegetables
NCN29,241,49.1034,181,48.6034,75.10373444,Health and Hygiene
FDY27,298,178.0344,194,133.8258,65.10067114,Dairy
NCR29,291,56.293,143,636.67125,49.14089347,Health and Hygiene
FDZ02,228,97.2726,41,48.9363,17.98245614,Dairy
FDP40,486,110.1544,373,27.9636,76.74897119,Frozen Foods
FDE11,268,183.9924,211,1619.5585,78.73134328,Starchy Foods
DRL35,131,44.777,123,151.4695,93.89312977,Hard Drinks
FDD56,141,177.0054,77,744.19795,54.60992908,Fruits and Vegetables
FDO39,484,182.1608,136,1470.0864,28.09917355,Meat
FDG32,224,222.0772,210,222.3772,93.75,Fruits and Vegetables
FDU50,288,112.9176,144,858.882,50,Dairy
FDX24,309,93.0462,123,277.6386,39.80582524,Baking Goods
NCN43,440,122.173,273,646.65825,62.04545455,Others
FDK34,414,238.7564,73,476.7128,17.63285024,Snack Foods
NCN41,212,122.373,144,646.65825,67.9245283,Health and Hygiene
FDW16,97,93.1804,50,344.5515,51.54639175,Frozen Foods
FDP46,378,88.383,305,22.47075,80.68783069,Snack Foods
NCD07,377,115.0518,12,170.7777,3.183023873,Household
FDG44,165,54.1298,154,337.06125,93.33333333,Fruits and Vegetables
FDC20,478,55.4272,203,27.9636,42.46861925,Fruits and Vegetables
FDB23,386,226.9062,119,1128.531,30.82901554,Starchy Foods
DRK59,386,233.8616,230,234.3616,59.58549223,Hard Drinks
FDT31,418,188.1872,379,614.5334,90.66985646,Fruits and Vegetables
FDB15,274,264.3568,13,1186.4556,4.744525547,Dairy
FDI56,401,91.0146,253,866.5387,63.09226933,Fruits and Vegetables
NCQ17,377,154.463,175,625.852,46.41909814,Health and Hygiene
FDH44,196,148.2418,35,772.49445,17.85714286,Fruits and Vegetables
FDP40,112,111.3544,20,335.5632,17.85714286,Frozen Foods
NCR17,343,114.0492,26,984.7182,7.580174927,Health and Hygiene
NCO53,372,184.0608,225,505.3422,60.48387097,Health and Hygiene
FDG38,492,84.1224,101,42.6112,20.52845528,Canned
FDO01,374,128.7994,40,481.87275,10.69518717,Breakfast
NCQ43,62,110.2912,22,218.3824,35.48387097,Others
FDU47,480,142.2838,428,105.36285,89.16666667,Breads
FDZ02,238,98.1726,153,146.8089,64.28571429,Dairy
FDS04,336,141.8838,216,70.2419,64.28571429,Frozen Foods
FDQ31,257,87.3856,116,219.714,45.13618677,Fruits and Vegetables
FDT57,163,236.0248,155,1659.1736,95.09202454,Snack Foods
FDK50,71,162.4894,56,444.92085,78.87323944,Canned
FDB49,398,98.7384,110,123.173,27.63819095,Baking Goods
FDN56,263,145.5786,121,975.23055,46.00760456,Fruits and Vegetables
FDU02,220,228.6352,71,858.882,32.27272727,Dairy
FDK26,372,185.424,250,1304.968,67.20430108,Canned
DRA24,103,165.7868,36,1228.401,34.95145631,Soft Drinks
FDF53,443,180.3318,256,1037.48285,57.78781038,Frozen Foods
NCZ30,347,119.0098,172,632.67645,49.56772334,Household
FDF14,369,151.934,182,459.402,49.32249322,Canned
FDU40,175,192.7478,44,532.80645,25.14285714,Frozen Foods
NCL18,326,192.5136,293,729.051,89.87730061,Household
FDP25,253,218.4824,112,382.1692,44.2687747,Canned
NCV05,243,152.4656,134,733.7116,55.14403292,Health and Hygiene
FDV49,218,262.7226,111,792.9678,50.91743119,Canned
FDJ56,201,100.27,146,249.675,72.63681592,Fruits and Vegetables
FDI40,84,99.7358,24,276.47345,28.57142857,Frozen Foods
NCK05,233,61.5536,30,229.701,12.87553648,Health and Hygiene
NCI43,335,48.6376,317,143.8128,94.62686567,Household
NCE42,106,234.2958,44,934.7832,41.50943396,Household
